Origin,country,lat,lon,Depth (km),Magnitude,Secondary Effects,PDE Shaking Deaths,pde_total_deaths,Utsu Total Deaths,EM-DAT Total Deaths,Other Source Deaths,url
5/5/1986 3:35,Turkey,37.999,37.781,4.1,6.0ÿ{\displaystyle M_{\mathrm {w} }},,15,15,15,15,,
5/13/1986 8:44,Georgia,41.404,43.704,10,5.7ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
5/20/1986 5:25,Taiwan,24.146,121.643,15.8,6.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
6/6/1986 10:39,Turkey,38.007,37.91,22.5,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
6/11/1986 13:48,Venezuela,10.573,-62.911,13.9,6.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
7/12/1986 7:54,Iran,29.911,51.557,5.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
7/13/1986 13:47,United States,33.066,-117.84,15,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,0,0,1,0,,
7/18/1986 17:22,Venezuela,10.743,-69.424,8.3,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,1,,
8/6/1986 19:55,China,29.28,100.754,10.8,5.3ÿ{\displaystyle M_{\mathrm {w} }},,,,2,,,
8/30/1986 21:28,Romania (seeÿ1986 Vrancea earthquake),45.521,26.271,136,7.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
9/13/1986 17:24,Greece,37.072,22.176,21.7,6.0ÿ{\displaystyle M_{\mathrm {w} }},,20,20,21,20,,
10/10/1986 17:49,El Salvador (seeÿ1986 San Salvador earthquake),13.791,-89.165,10.9,7.3ÿ{\displaystyle M_{\mathrm {w} }},L,950,1000,1500,1100,,
11/14/1986 21:20,Taiwan,23.974,121.727,34,7.3ÿ{\displaystyle M_{\mathrm {w} }},L,15,15,13,,,
12/7/1986 14:17,Bulgaria,43.278,26.003,4.8,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
12/18/1986 20:01,Poland,50.304,19.235,10,2.8ÿ{\displaystyle M_{\text{L}}},,0,3,3,,,
1/22/1987 5:10,Italy,43.515,10.154,21,4.2ÿ{\displaystyle M_{\text{L}}},,0,2,,,,
1/26/1987 11:11,Algeria,35.919,1.387,11.7,4.9ÿ{\displaystyle m_{b}},,1,1,1,1,,
2/8/1987 18:33,Papua New Guinea,-6.025,147.665,42.3,7.3ÿ{\displaystyle M_{\mathrm {w} }},"T,L,Lq",0,3,3,1,,
3/2/1987 1:42,New Zealand (seeÿ1987 Edgecumbe earthquake),-38.015,176.921,15,6.5ÿ{\displaystyle M_{\mathrm {w} }},L,0,1,,1,,
3/5/1987 9:17,Chile,-24.395,-70.1,46.3,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,1,1,1,,,
3/6/1987 1:54,Ecuador (seeÿ1987 Ecuador earthquakes),0.04,-77.666,12.6,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,,5000,,5000,,
3/6/1987 4:10,Ecuador,0.082,-77.787,17.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},L,1000,5000,5000,,,
3/12/1987 23:07,Poland,51.369,20.206,10,2.6ÿ{\displaystyle M_{\text{L}}},,0,3,3,,,
3/18/1987 3:36,Japan,32.051,131.785,54,6.6ÿ{\displaystyle M_{\mathrm {w} }},"T,L",1,2,1,,,
4/25/1987 19:22,Indonesia,2.405,98.905,10,6.4ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
5/2/1987 20:43,Italy,44.809,10.68,15,5.2ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
5/18/1987 7:27,Philippines,8.267,125.324,19.1,6.2ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
5/23/1987 17:09,Philippines,8.023,125.479,22.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
5/29/1987 6:27,Iran,34.059,48.285,25,5.3ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
6/18/1987 10:01,Philippines,17.324,121.353,13.9,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,0,9,9,,,
8/2/1987 9:07,China,25.002,115.566,11.2,4.9ÿ{\displaystyle m_{b}},,0,0,3,0,,
8/8/1987 15:48,Chile,-19.092,-70.005,70.7,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,5,5,5,5,,
8/13/1987 15:23,Peru,-17.9,-70.909,37.6,6.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
9/22/1987 13:43,Ecuador,-1.009,-78.031,4.8,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,2,,
10/1/1987 14:42,United States (seeÿ1987 Whittier Narrows earthquake),34.061,-118.135,14.4,5.9ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,8,,
10/2/1987 22:27,Peru (seeÿ1987 Santiago de Chuco earthquake),-8.166,-77.961,29.8,5.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
10/4/1987 10:59,United States (seeÿ1987 Whittier Narrows earthquake),34.02,-118.137,11.3,5.2ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
11/24/1987 1:54,United States,33.257,-115.756,15,6.0ÿ{\displaystyle M_{\mathrm {w} }},,0,2,2,2,,
11/26/1987 1:43,Indonesia,-8.259,124.149,27.3,6.5ÿ{\displaystyle M_{\mathrm {w} }},"T,L",37,37,83,125,,
12/17/1987 2:08,Japan,35.421,140.322,47.3,6.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
1/5/1988 6:41,South Africa,-26.905,26.694,15,5.2ÿ{\displaystyle m_{b}},,0,8,8,8,,
2/6/1988 14:50,Bangladesh,24.713,91.579,35,5.8ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
2/11/1988 15:25,United States,34.08,-118.05,12,4.8ÿ{\displaystyle M_{\text{L}}},,0,1,,,,
6/19/1988 20:19,Philippines,12.355,121.085,12.7,6.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,1,,,
7/20/1988 23:15,Taiwan,23.986,121.679,51,5.9ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
8/6/1988 0:36,Burma,25.105,95.126,90.5,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,3,35,3,2,,
8/10/1988 4:38,Solomon Islands,-10.32,160.933,34,7.5ÿ{\displaystyle M_{\mathrm {w} }},T,0,1,1,1,,
8/11/1988 16:00,Iran,29.944,51.585,7.8,5.8ÿ{\displaystyle M_{\mathrm {w} }},,,,,1,,
8/11/1988 16:04,Iran,29.886,51.655,11,6.0ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
8/20/1988 23:09,Nepal (seeÿ1988 Nepal earthquake),26.763,86.618,57,6.8ÿ{\displaystyle M_{\mathrm {w} }},Lq,998,998,1450,709,,
9/2/1988 7:26,Czech Republic,49.886,18.489,10,3.8ÿ{\displaystyle M_{\text{L}}},,0,3,3,,,
9/6/1988 0:42,Papua New Guinea,-6.062,146.226,0,4.3ÿ{\displaystyle M_{\text{L}}},L,,,74,,,
11/3/1988 14:47,Guatemala,13.908,-90.501,75.2,6.6ÿ{\displaystyle M_{\mathrm {w} }},L,5,5,5,5,,
11/6/1988 13:03,China,22.909,99.681,6.5,7.0ÿ{\displaystyle M_{\mathrm {w} }},L,730,730,748,,,
11/6/1988 13:15,China,23.186,99.411,8.9,6.4ÿ{\displaystyle m_{b}},,,,,,,
12/7/1988 7:41,Armenia (seeÿ1988 Armenian earthquake),40.919,44.118,6.7,6.7ÿ{\displaystyle M_{\mathrm {w} }},,25000,25000,25000,25000,,
1/22/1989 23:02,Tajikistan,38.461,68.699,3.4,5.3ÿ{\displaystyle m_{b}},L,,274,274,274,,
2/19/1989 12:27,Japan,36.038,139.86,45.4,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,,,,
3/9/1989 2:37,Malawi,-13.683,34.473,27.4,5.6ÿ{\displaystyle M_{\mathrm {w} }},,,,,9,,
3/10/1989 14:14,Papua New Guinea,-4.332,152.842,49.6,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,0,1,1,,,
3/10/1989 21:49,Malawi (seeÿ1989 Malawi earthquake),-13.708,34.485,30,6.3ÿ{\displaystyle M_{\mathrm {w} }},,9,9,9,,,
4/15/1989 20:34,China,29.955,99.202,13.8,6.4ÿ{\displaystyle M_{\mathrm {w} }},,11,11,8,8,,
4/25/1989 14:29,Mexico,16.779,-99.275,19,6.9ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,3,,
5/7/1989 0:38,China,23.538,99.519,25.4,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
5/27/1989 20:08,Iran,30.148,50.892,15,6.0ÿ{\displaystyle M_{\mathrm {w} }},,0,0,,100,,
6/12/1989 0:04,Bangladesh,21.927,89.872,20,5.8ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
6/26/1989 3:27,United States Minor Outlying Islands,19.417,-155.149,9,6.4ÿ{\displaystyle M_{\mathrm {w} }},"T,L",0,0,,5,,
7/21/1989 3:09,China,30.001,99.362,5.9,5.6ÿ{\displaystyle M_{\mathrm {w} }},,,,3,,,
8/1/1989 0:18,Indonesia,-4.48,138.983,14,6.1ÿ{\displaystyle M_{\mathrm {w} }},L,0,120,120,120,,
8/3/1989 7:42,Russian Federation,43.536,45.355,35,5.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
8/8/1989 8:13,United States,37.134,-121.925,15,5.4ÿ{\displaystyle M_{\text{L}}},,1,1,1,,,
8/20/1989 11:16,Djibouti,11.746,41.96,12,6.5ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,2,,,
9/22/1989 2:25,China,31.555,102.422,10.9,6.1ÿ{\displaystyle M_{\mathrm {w} }},,0,0,1,0,,
10/18/1989 0:04,United States (seeÿ1989 Loma Prieta earthquake),37.11,-121.764,16,6.9ÿ{\displaystyle M_{\mathrm {w} }},"T,L",62,62,63,62,,
10/18/1989 14:57,China,39.959,113.94,5.6,5.4ÿ{\displaystyle M_{\mathrm {w} }},,29,29,29,29,,
10/18/1989 17:01,China,40.014,113.933,4.5,5.6ÿ{\displaystyle M_{\mathrm {w} }},,,,17,,,
10/29/1989 19:09,Algeria,36.706,2.441,6,5.9ÿ{\displaystyle M_{\mathrm {w} }},,30,30,35,22,,
10/29/1989 19:21,Algeria,36.706,2.437,16.6,5.6ÿ{\displaystyle M_{s}},,,,,,,
11/20/1989 3:21,China,29.883,106.826,24.7,5.2ÿ{\displaystyle m_{b}},,4,4,7,4,,
11/20/1989 4:19,Iran,29.898,57.716,14.9,5.9ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
12/15/1989 18:43,Philippines,8.365,126.686,24,7.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,2,,,
12/27/1989 23:26,Australia (seeÿ1989 Newcastle earthquake),-33.02,151.602,9.7,5.5ÿ{\displaystyle Md},,12,12,9,,,
2/8/1990 7:15,Philippines,9.767,124.631,26,6.7ÿ{\displaystyle M_{\mathrm {w} }},,,,,1,,
2/9/1990 17:57,China,31.745,120.982,11.9,5.0ÿ{\displaystyle m_{b}},,0,0,2,,,
3/4/1990 19:46,Pakistan,28.906,66.354,8.3,6.0ÿ{\displaystyle M_{\mathrm {w} }},,11,11,11,11,,
3/26/1990 22:47,Philippines,9.283,125.564,51.1,5.9ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
4/18/1990 13:39,Indonesia,1.195,122.816,26,7.6ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,5,,
4/26/1990 9:37,China,36.059,100.278,9.3,6.2ÿ{\displaystyle M_{\mathrm {w} }},,,,119,126,,
4/26/1990 9:37,China,36.059,100.278,9.3,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,126,126,,,,
5/5/1990 7:21,Italy,40.665,15.851,1.7,5.8ÿ{\displaystyle M_{\mathrm {w} }},,,,,2,,
5/5/1990 7:21,Italy,40.712,15.805,9.1,5.8ÿ{\displaystyle M_{\mathrm {w} }},,0,2,,,,
5/30/1990 2:34,Peru,-6.022,-77.197,24,6.5ÿ{\displaystyle M_{\mathrm {w} }},,135,135,135,,,
5/30/1990 10:40,Romania,45.855,26.649,89,6.9ÿ{\displaystyle M_{\mathrm {w} }},,13,14,14,22,,
6/9/1990 1:14,Peru,-6.1,-77.133,23.5,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
6/14/1990 7:40,Philippines,11.39,122.045,18.1,7.1ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
6/14/1990 12:47,Kazakhstan,47.877,85.064,36,6.6ÿ{\displaystyle M_{\mathrm {w} }},,1,1,3,1,,
6/17/1990 4:51,Pakistan,27.39,65.665,13.7,6.1ÿ{\displaystyle M_{\mathrm {w} }},,6,6,,0,,
6/20/1990 21:00,Iran (seeÿ1990 Manjil?Rudbar earthquake),37.001,49.216,17.9,7.4ÿ{\displaystyle M_{\mathrm {w} }},L,45000,45000,35000,40000,,
6/21/1990 9:02,Iran,36.631,49.785,12.4,5.7ÿ{\displaystyle M_{\mathrm {w} }},,20,20,20,,,
7/13/1990 14:20,Afghanistan,36.448,70.775,209.8,6.3ÿ{\displaystyle M_{\mathrm {w} }},L,0,43,43,,,
7/16/1990 7:26,Philippines (seeÿ1990 Luzon earthquake),15.721,121.18,24.3,7.7ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",1621,1621,2430,2412,,
8/11/1990 2:59,Ecuador,-0.172,-78.483,18.4,5.3ÿ{\displaystyle M_{\mathrm {w} }},L,4,4,4,4,,
9/26/1990 23:08,South Africa,-28.09,26.837,15,5.0ÿ{\displaystyle M_{\mathrm {w} }},,0,2,2,,,
10/18/1990 9:30,South Africa,-26.39,27.349,5,4.0 Lg,,0,10,10,10,,
10/20/1990 8:07,China,37.096,103.718,8,5.7ÿ{\displaystyle M_{\mathrm {w} }},,1,1,2,1,,
10/25/1990 4:53,Afghanistan,35.09,70.429,110.2,5.8ÿ{\displaystyle M_{\mathrm {w} }},,11,11,11,,,
11/6/1990 18:45,Iran,28.242,55.457,11.1,6.6ÿ{\displaystyle M_{\mathrm {w} }},,22,22,22,21,,
11/15/1990 2:34,Indonesia,3.939,97.405,30,6.7ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,7,1,,
12/13/1990 0:24,Italy,37.286,15.402,12.1,5.6ÿ{\displaystyle M_{\mathrm {w} }},,19,19,12,19,,
12/13/1990 3:01,Taiwan,23.883,121.645,9.4,6.3ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
12/21/1990 6:57,Greece,40.977,22.346,13,6.1ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,1,,
12/22/1990 17:27,Costa Rica,9.982,-84.229,11.1,5.9ÿ{\displaystyle M_{\mathrm {w} }},,1,2,1,1,,
1/5/1991 14:57,Burma,23.559,95.89,16.2,6.9ÿ{\displaystyle M_{\mathrm {w} }},,,,2,0,,
1/31/1991 23:03,Afghanistan,35.944,70.403,142,6.8ÿ{\displaystyle M_{\mathrm {w} }},L,,,703,3,,
2/13/1991 15:49,France,44.885,6.76,5,3.8ÿ{\displaystyle M_{\text{L}}},L,0,9,9,,,
3/25/1991 18:02,China,39.947,113.989,15,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,0,1,,,
4/5/1991 4:19,Peru,-5.977,-77.081,20,6.9ÿ{\displaystyle M_{\mathrm {w} }},,53,53,53,,,
4/18/1991 9:18,Tajikistan,37.464,68.269,10.5,5.5ÿ{\displaystyle M_{\mathrm {w} }},L,,,3,24,,
4/22/1991 21:56,Costa Rica,9.673,-83.072,12.9,7.6ÿ{\displaystyle M_{\mathrm {w} }},"T,L,Lq",75,75,75,47,,
4/24/1991 10:54,Turkey,39.613,41.169,35,4.5ÿ{\displaystyle m_{b}},,1,1,1,,,
4/29/1991 9:12,Georgia (seeÿ1991 Racha earthquake),42.426,43.667,13.4,7.0ÿ{\displaystyle M_{\mathrm {w} }},L,114,184,184,270,,
5/3/1991 20:19,Georgia,42.68,43.245,3.7,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,0,3,3,,,
5/4/1991 3:42,Panama,9.547,-82.44,6.9,6.2ÿ{\displaystyle M_{\mathrm {w} }},Lq,0,0,2,0,,
5/26/1991 10:59,Malaysia,5.858,116.652,48.6,5.1ÿ{\displaystyle m_{b}},,0,1,,,,
6/15/1991 0:59,Georgia,42.406,44.011,6,6.2ÿ{\displaystyle M_{\mathrm {w} }},L,8,8,8,8,,
6/15/1991 11:15,Philippines,15.165,120.316,46.4,5.6ÿ{\displaystyle M_{\mathrm {w} }},,0,137,,,,
6/21/1991 6:27,El Salvador,13.408,-89.633,69.8,5.8ÿ{\displaystyle M_{\mathrm {w} }},F,0,1,1,,,
6/28/1991 14:43,United States,34.237,-118.011,11,5.6ÿ{\displaystyle M_{\mathrm {w} }},,1,2,1,2,,
7/4/1991 11:43,Indonesia (seeÿ1991 Kalabahi earthquakes),-8.146,124.587,29,6.7ÿ{\displaystyle M_{\mathrm {w} }},T,23,23,23,28,,
7/12/1991 10:42,Romania,45.393,20.981,15,5.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
7/23/1991 19:44,Peru,-15.707,-71.721,24.2,5.2ÿ{\displaystyle M_{\mathrm {w} }},L,12,92,92,11,,
7/24/1991 9:45,Iraq,36.598,44.061,20,5.5ÿ{\displaystyle M_{\mathrm {w} }},,20,20,20,,,
9/18/1991 9:48,Guatemala,14.604,-90.932,10.6,6.2ÿ{\displaystyle M_{\mathrm {w} }},L,25,25,25,14,,
10/19/1991 21:23,India (seeÿ1991 Uttarkashi earthquake),30.725,78.775,9.3,6.8ÿ{\displaystyle M_{\mathrm {w} }},L,2000,2000,2000,1500,,
11/19/1991 22:28,Colombia,4.552,-77.356,21,7.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,2,,
11/22/1991 0:40,Yemen,13.887,44.068,10,4.7ÿ{\displaystyle m_{b}},,10,10,11,10,,
11/28/1991 17:19,Iran,36.826,49.582,18.4,5.6ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
2/14/1992 17:28,South Africa,-26.42,27.43,5,3.4 Lg,,0,4,4,,,
3/4/1992 11:57,Iran,31.605,50.758,25,5.1ÿ{\displaystyle M_{\mathrm {w} }},L,6,6,6,5,,
3/7/1992 1:53,Costa Rica,10.228,-84.302,79,6.5ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
3/13/1992 17:18,Turkey (seeÿ1992 Erzincan earthquake),39.727,39.651,7,6.6ÿ{\displaystyle M_{\mathrm {w} }},L,498,,652,653,,
4/13/1992 1:20,Netherlands,51.181,5.844,18,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,1,,
4/23/1992 15:32,Burma,22.407,98.848,7.9,6.1ÿ{\displaystyle M_{\mathrm {w} }},,0,0,4,,,
5/15/1992 8:08,Uzbekistan,41.001,72.449,37.1,6.2ÿ{\displaystyle M_{s}},L,3,3,3,9,,
5/20/1992 12:20,Pakistan,33.318,71.272,12.9,6.0ÿ{\displaystyle M_{\mathrm {w} }},,36,36,36,36,,
6/28/1992 11:57,United States (seeÿ1992 Landers earthquake),34.19,-116.52,15,7.3ÿ{\displaystyle M_{\mathrm {w} }},,1,3,1,1,,
8/19/1992 2:04,Kyrgyzstan,42.111,73.588,17.1,7.2ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",61,75,75,54,,
8/28/1992 0:50,Pakistan,29.211,66.82,6.4,5.5ÿ{\displaystyle M_{\mathrm {w} }},,4,4,4,4,,
9/2/1992 0:16,Nicaragua (seeÿ1992 Nicaragua earthquake),11.727,-87.38,45,7.6ÿ{\displaystyle M_{\mathrm {w} }},T,,184,184,179,,
9/8/1992 0:38,Iran,29.132,52.147,26.8,5.2ÿ{\displaystyle m_{b}},L,1,1,1,,,
9/11/1992 3:57,Democratic Republic of the Congo,-6.151,26.66,11,6.3ÿ{\displaystyle M_{\mathrm {w} }},,8,8,8,9,,
10/12/1992 13:09,Egypt (seeÿ1992 Cairo earthquake),29.714,31.144,22,5.8ÿ{\displaystyle M_{\mathrm {w} }},,552,552,552,552,,
10/18/1992 15:11,Colombia,7.093,-76.764,3.5,7.1ÿ{\displaystyle M_{\mathrm {w} }},"L,Lq",1,11,11,,,
10/22/1992 17:39,Egypt,29.755,31.535,10,4.2ÿ{\displaystyle Md},,4,4,4,,,
10/23/1992 9:11,Morocco,31.275,-4.291,25.2,5.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
10/23/1992 23:19,Georgia,42.561,45.096,16,6.4ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,1,,
12/12/1992 5:29,Indonesia (seeÿ1992 Flores earthquake),-8.498,121.832,28,7.7ÿ{\displaystyle M_{\mathrm {w} }},"T,L",,2519,1740,2500,,
12/18/1992 11:21,China,26.328,100.752,21.8,5.0ÿ{\displaystyle m_{b}},,1,1,1,,,
1/8/1993 6:57,South Africa,-28.028,26.8,5,2.7ÿ{\displaystyle M_{\text{L}}},,0,6,6,,,
1/13/1993 17:11,Jamaica,18.052,-76.594,14.2,5.5ÿ{\displaystyle M_{\mathrm {w} }},,1,1,1,,,
1/15/1993 11:06,Japan,43.022,144.194,94.8,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,,,2,2,,
1/15/1993 11:06,Japan,43.024,144.141,102,7.6ÿ{\displaystyle M_{\mathrm {w} }},L,2,2,,,,
1/31/1993 19:33,China,25.826,101.415,25,4.7ÿ{\displaystyle M_{\text{L}}},,2,2,,,,
2/2/1993 16:05,China,42.2,86.144,32,5.7ÿ{\displaystyle m_{b}},,,,4,,,
3/12/1993 14:01,Wallis and Futuna,-14.409,-178.162,10,6.3ÿ{\displaystyle M_{\mathrm {w} }},,5,5,5,5,,
3/20/1993 14:51,China,29.009,87.356,14.1,6.2ÿ{\displaystyle M_{\mathrm {w} }},,2,2,,,,
3/26/1993 11:58,Greece,37.613,21.526,15,5.4ÿ{\displaystyle M_{\mathrm {w} }},,0,0,,1,,
4/18/1993 9:16,Peru,-11.721,-76.513,106,6.2ÿ{\displaystyle M_{\mathrm {w} }},L,3,6,6,6,,
6/22/1993 16:32,Iran,30.179,50.826,12.6,5.3ÿ{\displaystyle M_{\mathrm {w} }},L,0,0,,24,,
7/10/1993 20:40,Costa Rica,9.824,-83.612,16.5,5.8ÿ{\displaystyle M_{\mathrm {w} }},L,1,2,1,3,,
7/12/1993 13:17,Japan (seeÿ1993 Hokkaid? earthquake),42.892,139.247,17,7.7ÿ{\displaystyle M_{\mathrm {w} }},"T,LF",200,243,230,239,,
7/22/1993 4:57,Colombia,6.38,-71.206,20,6.0ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,,,
8/1/1993 0:20,Sudan,15.401,31.701,11.8,5.5ÿ{\displaystyle M_{\mathrm {w} }},,2,2,2,3,,
9/10/1993 19:12,Mexico,14.758,-92.646,34,7.2ÿ{\displaystyle M_{\mathrm {w} }},L,1,1,1,,,
9/21/1993 3:28,United States,42.305,-122.004,11,6.0ÿ{\displaystyle M_{\mathrm {w} }},L,1,2,1,,,
9/29/1993 22:25,India (seeÿ1993 Latur earthquake),18.06,76.478,14.1,6.2ÿ{\displaystyle M_{\mathrm {w} }},,9748,9748,9748,9748,,
10/11/1993 15:54,Japan,32.03,137.926,351,6.9ÿ{\displaystyle M_{\mathrm {w} }},,0,1,,,,
10/13/1993 2:06,Papua New Guinea,-5.844,146.131,25,6.9ÿ{\displaystyle M_{\mathrm {w} }},L,,60,60,53,,
10/16/1993 3:05,Papua New Guinea,-5.877,146.28,27,6.3ÿ{\displaystyle M_{\mathrm {w} }},,3,3,3,,,
